cell,trial,platform,victim_node,aggressor_node,victim_wss_mb,llc_capacity_mb,aggressor_cores,aggressor_region_gb_per_core,agg_bw_gbps_calibrated,cycles_per_load,latency_ns,l2_hit,l3_hit,l3_miss,l3_miss_fraction,longest_lat_cache_miss,cxl_flits_valid,imc_cas_rd,victim_numa_n0,victim_numa_n2,aggressor_numa_n0,aggressor_numa_n2,victim_numa_sample,aggressor_numa_sample,agg_progress_bw_untrusted
AC-VL,10,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,191.959,101.03,1911298,24329533,67965268,0.736393,68253119,4104727782,2517,1,0,0,2,728365200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.37
AC-VL,11,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,194.771,102.51,1885424,22426745,68656276,0.753777,68952202,4104069161,2541,1,0,0,2,7d9e47200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.36
AC-VL,12,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.371,102.83,1901813,21924697,68818119,0.758386,69127197,4103395377,2566,1,0,0,2,723d3c000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,13,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,193.838,102.02,1905045,23057094,68424632,0.74796,68714691,4103128772,2534,1,0,0,2,7ac420000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,14,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,194.304,102.27,1882638,22622526,68576323,0.751943,68869086,4103561013,2540,1,0,0,2,74aa8c800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,15,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,194.83,102.54,1911786,22282110,68713475,0.75513,69016910,4103371787,2543,1,0,0,2,7e99a2e00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,16,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,192.433,101.28,1977563,23973636,68130867,0.739713,68436860,4103111138,2533,1,0,0,2,730f18800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,17,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.409,102.85,1967594,22055330,68842508,0.757361,69178329,4103341246,2661,1,0,0,2,75242b000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,18,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,192.879,101.52,1876766,23493297,68253518,0.743933,68551061,4102473841,2536,1,0,0,2,739b7aa00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,19,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,197.818,104.12,1934468,20319829,69403476,0.773528,69716110,4102116238,2572,1,0,0,2,7576f5a00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,20,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,193.971,102.09,1931739,22868115,68493662,0.749697,68796507,4102785044,2539,1,0,0,2,7545be400000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,21,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,194.299,102.26,1936861,22724509,68546660,0.751022,68849064,4102911445,2539,1,0,0,2,7bc44c600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,22,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.515,102.9,1936129,21783269,68890752,0.759763,69198777,4102055476,2548,1,0,0,2,7c7e79800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,23,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,197.584,103.99,1917442,20439946,69350955,0.772361,69671647,4102274224,2565,1,0,0,2,7e230e400000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,24,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.458,102.87,1922851,21861051,68859704,0.759029,69168080,4102444352,2546,1,0,0,2,721490a00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,25,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,193.001,101.58,1933080,23514503,68273379,0.743817,68580511,4102551935,2530,1,0,0,2,7a660a800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,26,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,197.131,103.75,1923324,20730860,69259125,0.769631,69568403,4102146767,2561,1,0,0,2,723938600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,27,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.25,102.76,1898303,21936435,68827642,0.758314,69135487,4102055744,2546,1,0,0,2,72208c000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,28,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,197.447,103.92,1895829,20648991,69312549,0.770469,69620899,4101929383,2558,1,0,0,2,7f9464600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
AC-VL,29,Xeon Platinum 8592+,0,2,170,320,2,5,16.56,195.923,103.12,1913011,21564710,68967182,0.7618,69267905,4102085904,2551,1,0,0,2,72b724000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,7c1fc0200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N2=2560 kernelpagesize_kB=2048,8.38
QC,0,Xeon Platinum 8592+,2,-1,170,320,0,5,0,99.227,52.23,1683775,182498548,823212,0.004491,5537164,16207786,424,0,1,0,0,7585ba000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,1,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.656,45.61,1663887,202098841,328138,0.001621,2222193,6417812,410,0,1,0,0,729f32000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,2,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.394,45.47,1682848,202226695,320897,0.001584,2187397,6384489,408,0,1,0,0,73d5f5a00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,3,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.366,45.46,1682098,202360649,334425,0.00165,2218920,6458107,410,0,1,0,0,75b4bee00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,4,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.352,45.45,1683365,202284537,340463,0.00168,2250951,6562426,412,0,1,0,0,74bc0e400000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,5,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.411,45.48,1682328,201988434,335248,0.001657,2240372,6553294,411,0,1,0,0,72db91c00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,6,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.303,45.42,1697030,202523977,323369,0.001594,2161881,6346735,408,0,1,0,0,774d5a000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,7,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.372,45.46,1681425,202351610,319026,0.001574,2149346,6306945,408,0,1,0,0,779f61a00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,8,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.412,45.48,1683118,202285693,324877,0.001603,2176807,6413707,408,0,1,0,0,75798c400000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,9,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.19,45.36,1682343,202517825,327904,0.001617,2163156,6345647,411,0,1,0,0,7d4aec400000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,10,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.302,45.42,1732541,202608069,334304,0.001647,2197101,6485196,438,0,1,0,0,701884000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,11,Xeon Platinum 8592+,2,-1,170,320,0,5,0,87.221,45.91,1658928,202107120,347393,0.001716,2284143,6677410,430,0,1,0,0,70ffa6200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,12,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.683,45.62,1682111,201471771,370034,0.001833,2397489,6907870,424,0,1,0,0,74d45e000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,13,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.644,45.6,1680307,201508929,353073,0.001749,2340636,6877360,413,0,1,0,0,70e03ca00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,14,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.651,45.61,1703170,201644875,345514,0.001711,2303499,6784059,412,0,1,0,0,73b407200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,15,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.659,45.61,1730728,201611249,358495,0.001775,2351870,6813838,416,0,1,0,0,7615ce200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,16,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.747,45.66,1688549,201537060,354112,0.001754,2351933,6891313,412,0,1,0,0,79fc10e00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,17,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.743,45.65,1686596,201427350,348123,0.001725,2329990,6882093,412,0,1,0,0,7a77dd000000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,18,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.669,45.62,1683981,201681789,345573,0.001711,2294699,6723322,412,0,1,0,0,7d909c200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,19,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.73,45.65,1677509,201361560,364265,0.001806,2399669,6886080,424,0,1,0,0,7eb54a200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,20,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.642,45.6,1695583,201685048,344359,0.001704,2294117,6730607,409,0,1,0,0,721082200000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,21,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.559,45.56,1689132,201888274,339868,0.001681,2255328,6656507,412,0,1,0,0,7c0641400000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,22,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.7,45.63,1690157,201581131,346186,0.001714,2310701,6789530,415,0,1,0,0,772417c00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,23,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.71,45.64,1679117,201463963,351233,0.00174,2320041,6800960,412,0,1,0,0,7ab5e1a00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,24,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.614,45.59,1677385,201674565,340481,0.001685,2262493,6665032,408,0,1,0,0,70f421c00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,25,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.589,45.57,1686663,201812987,342029,0.001692,2269231,6690187,408,0,1,0,0,759026600000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,26,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.655,45.61,1683391,201593119,352510,0.001746,2326741,6821094,413,0,1,0,0,77df7ec00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,27,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.599,45.58,1687486,201712879,351416,0.001739,2307716,6795213,412,0,1,0,0,752f1fe00000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,28,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.658,45.61,1686351,201548437,361295,0.001789,2364765,6948621,413,0,1,0,0,7af4b0400000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
QC,29,Xeon Platinum 8592+,2,-1,170,320,0,5,0,86.484,45.52,1680947,202200410,338987,0.001674,2226132,6580950,408,0,1,0,0,7c9d9c800000 bind:2 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N2=85 kernelpagesize_kB=2048,,0
