condition,trial,platform,victim_wss_mb,llc_capacity_mb,aggressor_cores,aggressor_region_gb_per_core,cycles_per_load,latency_ns,tsc_hz,l2_hit,l3_hit,l3_miss,l3_miss_fraction,offcore_outstanding_data_rd,imc_cas_read,imc_read_bw_gbps,rpq_cycles,agg_progress_bw_untrusted,victim_numa_n0,victim_numa_n2,aggressor_numa_n0,aggressor_numa_n2,victim_numa_sample,aggressor_numa_sample
D,28,Xeon Platinum 8592+,170,320,4,5,214.313,112.8,1899985885,1963286,12410333,70436009,0.850201,16369777951,423021,0.003,40820606741,14.78,1,0,4,0,77c8a1000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,737141c00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
D,29,Xeon Platinum 8592+,170,320,4,5,214.605,112.95,1899985409,1891068,12130320,70499633,0.853197,16337298793,422890,0.003,40810428582,14.78,1,0,4,0,76e5a0400000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,737141c00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,0,Xeon Platinum 8592+,170,320,4,5,224.448,118.13,1899980123,1973361,7790253,71307677,0.901511,16449275368,527030,0.003,43455230383,18.48,1,0,4,0,7794be800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,1,Xeon Platinum 8592+,170,320,4,5,221.368,116.51,1899977887,1905167,9242521,70801232,0.884532,16413374510,527007,0.003,43442394956,18.46,1,0,4,0,72c28f800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,2,Xeon Platinum 8592+,170,320,4,5,221.198,116.42,1899985230,1953401,9452764,70748718,0.882137,16447212057,526867,0.003,43441412256,18.46,1,0,4,0,7430c1200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,3,Xeon Platinum 8592+,170,320,4,5,222.77,117.25,1899984360,1964912,8669850,71022396,0.891208,16448281601,527158,0.003,43456722582,18.47,1,0,4,0,7717e2800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,4,Xeon Platinum 8592+,170,320,4,5,221.215,116.43,1899985721,1948546,9502793,70748716,0.881587,16475157459,526907,0.003,43444697264,18.46,1,0,4,0,7d3b6b200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,5,Xeon Platinum 8592+,170,320,4,5,222.955,117.35,1899986182,1907675,8592533,71037859,0.892095,16458101064,527020,0.003,43448355585,18.47,1,0,4,0,7496adc00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,6,Xeon Platinum 8592+,170,320,4,5,220.575,116.09,1899985385,1936134,9832814,70580466,0.877722,16422642734,527014,0.003,43447978425,18.47,1,0,4,0,766519000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,7,Xeon Platinum 8592+,170,320,4,5,223.123,117.43,1899984388,1936335,8388509,71072787,0.894433,16457411748,526946,0.003,43444670458,18.48,1,0,4,0,75e146000000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,8,Xeon Platinum 8592+,170,320,4,5,221.572,116.62,1899986588,1949412,9263327,70794840,0.884293,16416561646,526961,0.003,43443403190,18.47,1,0,4,0,702077c00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,9,Xeon Platinum 8592+,170,320,4,5,223.924,117.86,1899986835,1923905,8005800,71196654,0.89892,16398410894,526925,0.003,43443368263,18.47,1,0,4,0,7afc4fe00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,10,Xeon Platinum 8592+,170,320,4,5,220.347,115.97,1899985798,1941590,9872242,70592854,0.87731,16444697894,526936,0.003,43443300289,18.47,1,0,4,0,7e9845600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,11,Xeon Platinum 8592+,170,320,4,5,222.978,117.36,1899986309,1900535,8572408,71019997,0.892296,16424456406,526900,0.003,43445759527,18.47,1,0,4,0,7deb29e00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,12,Xeon Platinum 8592+,170,320,4,5,221.868,116.77,1899986503,1924650,9039261,70856778,0.886862,16410305970,526985,0.003,43443578520,18.47,1,0,4,0,717047e00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,13,Xeon Platinum 8592+,170,320,4,5,221.535,116.6,1899985788,1935852,9118790,70842533,0.88596,16402003486,527172,0.003,43458619979,18.47,1,0,4,0,705e2d200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,14,Xeon Platinum 8592+,170,320,4,5,221.338,116.49,1899987133,1943038,9309055,70806600,0.883805,16431824112,527135,0.003,43462118909,18.47,1,0,4,0,7c8278a00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,15,Xeon Platinum 8592+,170,320,4,5,224.309,118.06,1899982988,1951168,7782923,71303759,0.90159,16418168732,527123,0.003,43461412339,18.47,1,0,4,0,7bfc47c00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,16,Xeon Platinum 8592+,170,320,4,5,222.667,117.19,1899985303,1933633,8627515,70997192,0.891648,16395611172,526990,0.003,43444109472,18.47,1,0,4,0,79a7e4400000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,17,Xeon Platinum 8592+,170,320,4,5,222.745,117.24,1899984634,1935378,8563516,71011752,0.892385,16387463648,527116,0.003,43456872536,18.47,1,0,4,0,7e7c11e00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,18,Xeon Platinum 8592+,170,320,4,5,221.567,116.62,1899985513,1913916,9149145,70816847,0.885587,16402772409,527108,0.003,43456653826,18.47,1,0,4,0,7ee66c200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,19,Xeon Platinum 8592+,170,320,4,5,222.561,117.14,1899986085,1936535,8631734,71005898,0.891612,16400956238,527151,0.003,43459734903,18.48,1,0,4,0,7fa0e7600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,20,Xeon Platinum 8592+,170,320,4,5,222.194,116.95,1899984820,1939685,8874305,70913315,0.888776,16419548952,526967,0.003,43444848696,18.46,1,0,4,0,7517dbc00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,21,Xeon Platinum 8592+,170,320,4,5,222.86,117.3,1899986318,1940414,8629403,71020295,0.891658,16423929733,526965,0.003,43441930909,18.47,1,0,4,0,744a4b600000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,22,Xeon Platinum 8592+,170,320,4,5,221.178,116.41,1899985441,1972314,9450279,70734332,0.882143,16426261709,526893,0.003,43441717430,18.45,1,0,4,0,7e7702400000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,23,Xeon Platinum 8592+,170,320,4,5,221.714,116.69,1899987306,1964620,9131950,70847388,0.885821,16441202610,526937,0.003,43442288244,18.46,1,0,4,0,705a47800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,24,Xeon Platinum 8592+,170,320,4,5,221.731,116.7,1899984431,1982493,9119161,70831351,0.88594,16451776237,526958,0.003,43443328867,18.47,1,0,4,0,7e1af0800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,25,Xeon Platinum 8592+,170,320,4,5,223.031,117.39,1899984081,1953839,8533736,71082897,0.892815,16464635680,526891,0.003,43442090149,18.47,1,0,4,0,7e2c55c00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,26,Xeon Platinum 8592+,170,320,4,5,222.31,117.01,1899985703,1939668,8765051,70949612,0.890045,16425687267,527031,0.003,43455305480,18.48,1,0,4,0,7cd42b800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,27,Xeon Platinum 8592+,170,320,4,5,224.301,118.05,1899987277,1946361,7894986,71284039,0.900289,16465139389,527067,0.003,43460415108,18.46,1,0,4,0,737877200000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,28,Xeon Platinum 8592+,170,320,4,5,222.17,116.93,1899986158,1947645,8856593,70951852,0.889027,16452664996,526932,0.003,43444227589,18.46,1,0,4,0,7dd080e00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
A,29,Xeon Platinum 8592+,170,320,4,5,222.029,116.86,1899987362,1929640,8969980,70868725,0.887649,16410748836,527019,0.003,43452138270,18.46,1,0,4,0,71363ee00000 bind:0 file=/anon_hugepage\040(deleted) huge anon=85 dirty=85 N0=85 kernelpagesize_kB=2048,714b13800000 bind:0 file=/anon_hugepage\040(deleted) huge anon=2560 dirty=2560 N0=2560 kernelpagesize_kB=2048
