condition,n_aggressor_cores,pf_disabled,wss_bytes,trial,victim_cycles_per_load,victim_total_loads,sf_evictions_per_sec,sf_evict_total,sf_victim_per_sec,llc_victims_m_per_sec,l3_misses_per_sec,l2_hit_rate,mc_queue_occ,aggregate_bw_gbps,pmu_sec
R8,8,1,33554432,22,110.766,252789088,176081.4,1893099,0.0,449450.4,3153723.0,0.13,128340478.6,0.0,10.75
R8,8,1,33554432,23,109.994,254569600,122368.5,1315470,0.0,429688.5,3107922.0,0.1298,124771692.7,0.0,10.75
R8,8,1,33554432,24,110.841,252687648,160698.1,1727403,0.0,445715.9,3167228.3,0.1286,128187544.1,0.0,10.75
R8,8,1,33554432,25,111.858,250429408,233489.8,2510537,0.0,457600.6,3241452.8,0.1265,132521353.9,0.0,10.75
R8,8,1,33554432,26,110.778,252759744,172105.1,1850644,0.0,447772.2,3156726.9,0.1291,128174164.4,0.0,10.75
R8,8,1,33554432,27,110.734,252862528,172779.8,1857539,0.0,447966.3,3151362.0,0.1295,128109561.0,0.0,10.75
R8,8,1,33554432,28,109.508,255699488,79119.8,850717,0.0,410875.4,3062466.1,0.1325,122103505.7,0.0,10.75
R8,8,1,33554432,29,109.306,256169856,65099.6,699759,0.0,406378.3,3049636.8,0.1326,120984291.4,0.0,10.75
R16,16,1,33554432,0,293.59,95370592,267391.0,2881671,0.0,637539.0,8245112.8,0.0536,335991614.0,0.0,10.78
R16,16,1,33554432,1,293.668,95345120,261395.9,2817632,0.0,629454.3,8238388.2,0.054,336235993.1,0.0,10.78
R16,16,1,33554432,2,293.631,95357024,174029.0,1875939,0.0,619103.1,8238189.4,0.0539,333810232.4,0.0,10.78
R16,16,1,33554432,3,293.64,95354304,145227.9,1565100,0.0,613101.4,8243184.0,0.0536,332566314.4,0.0,10.78
R16,16,1,33554432,4,293.631,95357120,251138.5,2706942,0.0,627314.3,8239683.5,0.054,335771795.8,0.0,10.78
R16,16,1,33554432,5,293.686,95339648,281786.5,3036872,0.0,630856.8,8241338.3,0.054,336804175.2,0.0,10.78
R16,16,1,33554432,6,293.652,95350400,246543.5,2657455,0.0,628941.0,8235309.4,0.0537,335418542.5,0.0,10.78
R16,16,1,33554432,7,293.615,95362208,232089.6,2501200,0.0,623684.4,8243135.3,0.0535,334606443.7,0.0,10.78
R16,16,1,33554432,8,293.63,95357792,153275.3,1652243,0.0,614072.4,8240030.5,0.0535,332578701.8,0.0,10.78
R16,16,1,33554432,9,293.675,95342624,286833.9,3091819,0.0,629750.2,8239114.5,0.0537,336523996.0,0.0,10.78
R16,16,1,33554432,10,293.709,95332032,249095.1,2684910,0.0,627586.7,8237341.6,0.0542,336209009.3,0.0,10.78
R16,16,1,33554432,11,293.707,95333088,221767.0,2390468,0.0,624029.2,8236887.1,0.0538,335189454.2,0.0,10.78
R16,16,1,33554432,12,293.604,95366016,148582.3,1601583,0.0,613481.9,8239805.8,0.0537,332618065.5,0.0,10.78
R16,16,1,33554432,13,293.621,95360288,153919.1,1659048,0.0,614348.2,8239582.2,0.0536,332183765.4,0.0,10.78
R16,16,1,33554432,14,293.631,95356832,268273.6,2891224,0.0,633345.2,8241611.2,0.0537,336524193.0,0.0,10.78
R16,16,1,33554432,15,293.68,95341472,263308.0,2838335,0.0,630526.4,8237396.0,0.0536,336135751.4,0.0,10.78
R16,16,1,33554432,16,293.652,95350048,181028.9,1951306,0.0,617967.2,8238834.4,0.0536,333863140.9,0.0,10.78
R16,16,1,33554432,17,293.683,95340096,275988.9,2974830,0.0,628472.2,8234413.0,0.0539,336595263.3,0.0,10.78
R16,16,1,33554432,18,293.709,95332160,416165.4,4485150,0.0,664885.1,8242401.2,0.0539,342005667.8,0.0,10.78
R16,16,1,33554432,19,293.727,95325856,490836.4,5289788,0.0,652241.4,8243290.5,0.0539,343172815.9,0.0,10.78
R16,16,1,33554432,20,293.682,95340416,266922.1,2877193,0.0,630026.2,8239022.4,0.054,336551672.1,0.0,10.78
R16,16,1,33554432,21,293.662,95347072,269268.8,2902288,0.0,626433.8,8235930.5,0.0536,336224490.2,0.0,10.78
R16,16,1,33554432,22,293.679,95341536,180502.6,1945605,0.0,615004.3,8239943.4,0.0537,337825546.0,0.0,10.78
R16,16,1,33554432,23,293.729,95325312,286824.2,3091751,0.0,631323.3,8238858.7,0.0538,341724619.1,0.0,10.78
R16,16,1,33554432,24,293.659,95348032,263004.0,2835088,0.0,629904.6,8238208.7,0.0537,336014988.4,0.0,10.78
R16,16,1,33554432,25,293.656,95349056,237804.4,2563255,0.0,624192.2,8239117.1,0.0536,335416968.7,0.0,10.78
R16,16,1,33554432,26,293.638,95354400,168262.0,1813726,0.0,613231.0,8238634.5,0.0536,333121893.3,0.0,10.78
R16,16,1,33554432,27,293.671,95343840,152597.4,1644829,0.0,612188.0,8238746.7,0.0538,333276769.5,0.0,10.78
R16,16,1,33554432,28,293.67,95344448,259325.4,2795241,0.0,627978.3,8240054.7,0.0537,336189336.1,0.0,10.78
R16,16,1,33554432,29,293.726,95325984,262031.7,2823919,0.0,629724.7,8240306.6,0.054,336696799.6,0.0,10.78
R24,24,1,33554432,0,296.25,94513664,517684.5,5585681,0.0,804621.6,8232291.1,0.0527,2430457418.7,0.0,10.79
R24,24,1,33554432,1,296.405,94464320,519641.7,5605718,0.0,802894.3,8228688.0,0.0529,2519342695.6,0.0,10.79
R24,24,1,33554432,2,296.45,94449792,667280.0,7198709,0.0,808342.4,8227205.6,0.0527,2545191348.3,0.0,10.79
R24,24,1,33554432,3,296.584,94407424,639829.0,6902329,0.0,812259.5,8228044.4,0.0526,2609753525.5,0.0,10.79
R24,24,1,33554432,4,296.546,94419776,612869.1,6611496,0.0,803871.6,8227799.6,0.0528,2609299820.7,0.0,10.79
R24,24,1,33554432,5,296.564,94413248,514396.1,5549104,0.0,800849.3,8226710.7,0.0527,2606410791.6,0.0,10.79
R24,24,1,33554432,6,296.542,94420224,597445.2,6446538,0.0,810615.7,8223923.4,0.0527,2608520540.9,0.0,10.79
R24,24,1,33554432,7,296.591,94405216,640568.1,6910319,0.0,817189.8,8224836.1,0.0528,2611490567.2,0.0,10.79
R24,24,1,33554432,8,296.558,94415104,633660.7,6835966,0.0,810465.6,8223841.3,0.0529,2611926639.6,0.0,10.79
R24,24,1,33554432,9,296.581,94408160,524546.8,5658670,0.0,803684.2,8224777.2,0.0529,2609234920.3,0.0,10.79
R24,24,1,33554432,10,296.564,94413728,687861.0,7420774,0.0,812732.2,8225054.4,0.0529,2611703086.4,0.0,10.79
R24,24,1,33554432,11,296.556,94416000,689905.1,7442727,0.0,812308.8,8227280.3,0.0528,2611700692.9,0.0,10.79
R24,24,1,33554432,12,296.581,94408160,624214.2,6733947,0.0,810971.7,8224843.5,0.0528,2610725196.7,0.0,10.79
R24,24,1,33554432,13,296.578,94409248,648500.9,6995981,0.0,812892.3,8226341.6,0.0529,2611375669.2,0.0,10.79
R24,24,1,33554432,14,296.579,94408992,642699.1,6933673,0.0,812577.0,8227803.8,0.0528,2611998375.6,0.0,10.79
R24,24,1,33554432,15,296.6,94402304,625627.8,6749309,0.0,811362.9,8228314.7,0.0529,2611793093.1,0.0,10.79
R24,24,1,33554432,16,296.579,94408864,680931.9,7345761,0.0,815720.4,8225021.3,0.0528,2612117718.1,0.0,10.79
R24,24,1,33554432,17,296.565,94413440,622938.8,6720097,0.0,811054.2,8227507.0,0.0528,2610623181.0,0.0,10.79
R24,24,1,33554432,18,296.564,94413504,632337.6,6821502,0.0,807988.6,8227472.4,0.0526,2611124467.5,0.0,10.79
R24,24,1,33554432,19,296.59,94405152,539290.0,5817657,0.0,810011.4,8226609.4,0.0528,2609310782.2,0.0,10.79
R24,24,1,33554432,20,296.573,94410368,647387.3,6984046,0.0,819619.6,8225298.8,0.0528,2612611883.1,0.0,10.79
R24,24,1,33554432,21,296.594,94403872,630485.4,6801768,0.0,813730.6,8227810.7,0.0526,2612460819.2,0.0,10.79
R24,24,1,33554432,22,296.595,94403392,652575.9,7039835,0.0,815284.7,8225931.8,0.0528,2613639895.9,0.0,10.79
R24,24,1,33554432,23,296.563,94413664,528185.6,5697942,0.0,811798.3,8228093.6,0.0527,2610008256.4,0.0,10.79
R24,24,1,33554432,24,296.544,94419872,510937.9,5511783,0.0,806872.8,8230680.4,0.0525,2607974116.0,0.0,10.79
R24,24,1,33554432,25,296.594,94404256,630828.0,6805060,0.0,820226.2,8227492.1,0.0527,2611384766.8,0.0,10.79
R24,24,1,33554432,26,296.576,94409760,619787.4,6686448,0.0,821850.8,8225684.7,0.0528,2611337590.9,0.0,10.79
R24,24,1,33554432,27,296.625,94394336,633564.1,6834823,0.0,821672.2,8222708.0,0.0528,2611697267.1,0.0,10.79
R24,24,1,33554432,28,296.604,94400608,623012.6,6720955,0.0,821064.0,8227880.7,0.0527,2611446129.3,0.0,10.79
R24,24,1,33554432,29,296.585,94406976,622890.4,6719583,0.0,822852.5,8230522.6,0.0526,2611625963.7,0.0,10.79
R32,31,1,33554432,0,300.38,93214208,2477813.2,26738957,0.0,802419.3,8135261.5,0.0524,3840804647.9,0.0,10.79
R32,31,1,33554432,1,300.447,93193344,2731730.5,29479932,0.0,799408.6,8134111.3,0.0525,3843546440.8,0.0,10.79
R32,31,1,33554432,2,300.391,93210912,2522853.2,27226241,0.0,792783.0,8136624.5,0.0523,3841551698.3,0.0,10.79
R32,31,1,33554432,3,300.449,93192768,2654191.3,28653153,0.0,795151.4,8125581.6,0.0523,3842414255.6,0.0,10.8
R32,31,1,33554432,4,300.49,93180384,2754608.1,29726187,0.0,797988.9,8130410.9,0.0523,3850069116.2,0.0,10.79
R32,31,1,33554432,5,300.538,93165056,2606872.5,28131564,0.0,797030.4,8130738.2,0.0523,3850538812.0,0.0,10.79
R32,31,1,33554432,6,300.486,93181344,2925436.7,31569687,0.0,792617.6,8132085.0,0.0525,3855291266.8,0.0,10.79
R32,31,1,33554432,7,300.562,93157472,2862716.5,30891942,0.0,784067.4,8129820.6,0.0522,3855847075.7,0.0,10.79
R32,31,1,33554432,8,300.538,93165248,3175872.2,34271734,0.0,784214.9,8129410.8,0.0524,3858197607.2,0.0,10.79
R32,31,1,33554432,9,300.548,93162048,2662357.5,28730347,0.0,789467.2,8131945.6,0.0524,3854116967.8,0.0,10.79
R32,31,1,33554432,10,300.543,93163744,3120537.6,33674641,0.0,787219.0,8134898.8,0.0523,3857924379.7,0.0,10.79
R32,31,1,33554432,11,300.541,93164512,2698502.0,29121472,0.0,787185.6,8128416.3,0.0526,3854694015.5,0.0,10.79
R32,31,1,33554432,12,300.519,93171008,3071829.9,33148648,0.0,784839.9,8132207.8,0.0523,3858057486.0,0.0,10.79
R32,31,1,33554432,13,300.566,93156512,2950856.8,31843199,0.0,787289.9,8130668.1,0.0525,3856231639.8,0.0,10.79
R32,31,1,33554432,14,300.444,93194112,2534850.0,27359473,0.0,787110.7,8129111.9,0.0525,3848741965.0,0.0,10.79
R32,31,1,33554432,15,300.554,93160416,2914931.9,31456235,0.0,788370.1,8128894.5,0.0526,3854327383.5,0.0,10.79
R32,31,1,33554432,16,300.481,93182976,2688841.3,29015973,0.0,785230.5,8133070.8,0.0525,3853121505.0,0.0,10.79
R32,31,1,33554432,17,300.54,93164288,2962798.8,31972332,0.0,785070.9,8127733.6,0.0526,3854778717.0,0.0,10.79
R32,31,1,33554432,18,300.436,93196480,2540718.9,27417743,0.0,787562.1,8133462.1,0.0526,3850677223.5,0.0,10.79
R32,31,1,33554432,19,300.515,93172320,2636463.9,28455275,0.0,785276.2,8127119.0,0.0525,3850540629.7,0.0,10.79
R32,31,1,33554432,20,300.482,93182688,2770186.0,29899291,0.0,787264.2,8127575.0,0.0525,3854240396.1,0.0,10.79
R32,31,1,33554432,21,300.508,93174432,2512169.6,27108861,0.0,784180.0,8131806.4,0.0524,3852963273.1,0.0,10.79
R32,31,1,33554432,22,300.521,93170304,3051818.4,32932345,0.0,783940.6,8131921.6,0.0522,3857880768.0,0.0,10.79
R32,31,1,33554432,23,300.532,93167200,2806540.1,30291273,0.0,793504.7,8124711.9,0.0527,3853739424.5,0.0,10.79
R32,31,1,33554432,24,300.52,93170848,3067992.8,33113740,0.0,787772.4,8127679.6,0.0525,3856282590.4,0.0,10.79
R32,31,1,33554432,25,300.542,93164032,3014585.9,32531332,0.0,788113.1,8130747.5,0.0524,3853323618.5,0.0,10.79
R32,31,1,33554432,26,300.482,93182592,2983845.4,32198954,0.0,796484.6,8133513.6,0.0523,3852547384.8,0.0,10.79
R32,31,1,33554432,27,300.532,93166944,3138691.6,33870529,0.0,795260.5,8131469.8,0.0525,3855734430.9,0.0,10.79
R32,31,1,33554432,28,300.503,93176064,2922718.0,31545674,0.0,798367.9,8127924.7,0.0524,3853812490.1,0.0,10.79
R32,31,1,33554432,29,300.545,93163008,2984468.5,32211911,0.0,797821.5,8126534.0,0.0523,3853253015.2,0.0,10.79
